BOLSIG+ version: 03/2016
Collision input data:
--------------------------------------------------
Ar                                                              
total_cross_sections_paschen_superelastic.txt
--------------------------------------------------
Ar(1s2)                                                         
total_cross_sections_paschen_superelastic.txt
--------------------------------------------------
Ar(1s3)                                                         
total_cross_sections_paschen_superelastic.txt
--------------------------------------------------
Ar(1s4)                                                         
total_cross_sections_paschen_superelastic.txt
--------------------------------------------------
Ar(1s5)                                                         
total_cross_sections_paschen_superelastic.txt
--------------------------------------------------
O2                                                              
o2_cs.txt
--------------------------------------------------
O2(0.98)                                                        
o2_cs.txt
--------------------------------------------------
O2(1.63)                                                        
o2_cs.txt
--------------------------------------------------
H2O                                                             
h2o_and_h_cs.txt
--------------------------------------------------
H                                                               
h2o_and_h_cs.txt
--------------------------------------------------
H(2p)(10.2eV)                                                   
h2o_and_h_cs.txt
--------------------------------------------------
H(2s)(10.2eV)                                                   
h2o_and_h_cs.txt
--------------------------------------------------
Hm                                                              
h2o_and_h_cs.txt
 
 
 
1.290	0.4419E+25
1.371	0.4467E+25
1.461	0.4510E+25
1.560	0.4546E+25
1.669	0.4574E+25
1.789	0.4594E+25
1.918	0.4604E+25
2.058	0.4605E+25
2.208	0.4595E+25
2.368	0.4576E+25
2.534	0.4548E+25
2.713	0.4512E+25
2.903	0.4468E+25
3.102	0.4418E+25
3.307	0.4363E+25
3.517	0.4306E+25
3.728	0.4249E+25
3.937	0.4192E+25
4.140	0.4138E+25
4.337	0.4086E+25
4.524	0.4038E+25
4.702	0.3993E+25
4.871	0.3952E+25
5.031	0.3914E+25
5.184	0.3880E+25
5.332	0.3848E+25
5.475	0.3818E+25
5.615	0.3790E+25
5.753	0.3765E+25
5.892	0.3741E+25
6.031	0.3719E+25
6.172	0.3698E+25
6.316	0.3680E+25
6.463	0.3663E+25
6.614	0.3649E+25
6.770	0.3638E+25
6.932	0.3629E+25
7.100	0.3623E+25
7.275	0.3621E+25
7.458	0.3623E+25
7.651	0.3629E+25
7.855	0.3641E+25
8.070	0.3658E+25
8.300	0.3683E+25
8.547	0.3716E+25
8.812	0.3758E+25
9.100	0.3811E+25
9.413	0.3878E+25
9.756	0.3960E+25
10.13	0.4060E+25
10.55	0.4183E+25
11.02	0.4332E+25
11.54	0.4512E+25
12.12	0.4727E+25
12.78	0.4985E+25
